Column1,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Viability (%),Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Element,Ionic radius
1560,Pt,13.50,-40.50,MCF-7,Yes,38.01,Folic acid,L,human,Epithelial,Adult,breast,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1561,Pt,13.50,-40.50,IMR90,No,38.12,Folic acid,L,human,Fibroblast,Adult,lung,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1562,Pt,13.50,-40.50,IMR90,No,29.35,Folic acid,L,human,Fibroblast,Adult,lung,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1563,Pt,13.50,-40.50,IMR90,No,33.86,Folic acid,L,human,Fibroblast,Adult,lung,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1564,Pt,13.50,-40.50,IMR90,No,29.44,Folic acid,L,human,Fibroblast,Adult,lung,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1565,Pt,13.50,-40.50,IMR90,No,23.55,Folic acid,L,human,Fibroblast,Adult,lung,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1566,Pt,13.50,-40.50,IMR90,No,19.91,Folic acid,L,human,Fibroblast,Adult,lung,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1567,Pt,13.50,-40.50,IMR90,No,16.23,Folic acid,L,human,Fibroblast,Adult,lung,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1568,Pt,13.50,-40.50,IMR90,No,14.78,Folic acid,L,human,Fibroblast,Adult,lung,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1569,Pt,13.50,-40.50,HeLa,Yes,81.75,Folic acid,L,human,Epithelial,Adult,cervix,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1570,Pt,13.50,-40.50,HeLa,Yes,67.50,Folic acid,L,human,Epithelial,Adult,cervix,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1571,Pt,13.50,-40.50,HeLa,Yes,77.25,Folic acid,L,human,Epithelial,Adult,cervix,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1572,Pt,13.50,-40.50,HeLa,Yes,54.75,Folic acid,L,human,Epithelial,Adult,cervix,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1573,Pt,13.50,-8.00,MCF-7,Yes,49.42,PVP,L,human,Epithelial,Adult,breast,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1574,Pt,13.50,-40.50,IMR90,No,50.04,Folic acid,L,human,Fibroblast,Adult,lung,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1575,Pt,13.50,-40.50,IMR90,No,38.95,Folic acid,L,human,Fibroblast,Adult,lung,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1576,Se,79.60,0.00,PC3,Yes,44.06,0.00,L,human,Epithelial,Adult,prostate,24.00,XTT,TetrazoliumSalt,78.96,2.55,Se,1.01
1577,Se,79.60,0.00,PC3,Yes,77.62,0.00,L,human,Epithelial,Adult,prostate,24.00,XTT,TetrazoliumSalt,78.96,2.55,Se,1.01
1578,Se,79.60,0.00,PC3,Yes,91.09,0.00,L,human,Epithelial,Adult,prostate,24.00,XTT,TetrazoliumSalt,78.96,2.55,Se,1.01
1579,Se,79.60,0.00,PC3,Yes,54.21,0.00,L,human,Epithelial,Adult,prostate,24.00,XTT,TetrazoliumSalt,78.96,2.55,Se,1.01
1580,SiO2,21.06,-35.90,A549,Yes,58.54,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1581,SiO2,120.00,-35.90,MCF-7,Yes,83.38,0.00,L,human,Epithelial,Adult,breast,96.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1582,SiO2,120.00,-35.90,MCF-7,Yes,86.89,0.00,L,human,Epithelial,Adult,breast,96.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1583,SiO2,9.00,-35.90,RAW 264.7,Yes,9.69,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,48.00,Live/Dead,PropidiumIodide,60.08,2.93,Si,0.54
1584,SiO2,9.00,-35.90,RAW 264.7,Yes,7.89,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,48.00,Live/Dead,CalceinAM,60.08,2.93,Si,0.54
1585,SiO2,9.00,-35.90,RAW 264.7,Yes,85.76,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,48.00,Live/Dead,PropidiumIodide,60.08,2.93,Si,0.54
1586,SiO2,280.00,-35.90,RAW 264.7,Yes,98.98,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,48.00,Live/Dead,CalceinAM,60.08,2.93,Si,0.54
1587,SiO2,9.00,-35.90,RAW 264.7,Yes,7.98,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,48.00,Live/Dead,PropidiumIodide,60.08,2.93,Si,0.54
1588,SiO2,280.00,-35.90,RAW 264.7,Yes,10.94,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,48.00,Live/Dead,CalceinAM,60.08,2.93,Si,0.54
1589,SiO2,280.00,-35.90,RAW 264.7,Yes,27.48,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,48.00,Live/Dead,CalceinAM,60.08,2.93,Si,0.54
1590,SiO2,280.00,-35.90,RAW 264.7,Yes,82.95,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,48.00,Live/Dead,CalceinAM,60.08,2.93,Si,0.54
1591,SiO2,280.00,-35.90,RAW 264.7,Yes,100.28,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,48.00,Live/Dead,PropidiumIodide,60.08,2.93,Si,0.54
1592,SiO2,280.00,-35.90,RAW 264.7,Yes,89.74,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,48.00,Live/Dead,PropidiumIodide,60.08,2.93,Si,0.54
1593,SiO2,280.00,-35.90,RAW 264.7,Yes,25.93,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,48.00,Live/Dead,PropidiumIodide,60.08,2.93,Si,0.54
1594,SiO2,9.00,-35.90,RAW 264.7,Yes,86.01,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,48.00,Live/Dead,CalceinAM,60.08,2.93,Si,0.54
1595,SiO2,9.00,-35.90,RAW 264.7,Yes,84.22,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,48.00,Live/Dead,CalceinAM,60.08,2.93,Si,0.54
1596,SiO2,9.00,-35.90,RAW 264.7,Yes,89.74,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,48.00,Live/Dead,PropidiumIodide,60.08,2.93,Si,0.54
1597,SiO2,9.00,-35.90,RAW 264.7,Yes,14.25,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,48.00,Live/Dead,CalceinAM,60.08,2.93,Si,0.54
1598,SiO2,120.00,-35.90,A549,Yes,83.33,0.00,L,human,Epithelial,Adult,lung,96.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1599,SiO2,50.00,-35.90,HUVEC,No,57.65,0.00,P,human,Endothelial,Embryonic,umbilical vein,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1600,SiO2,100.00,-35.90,HUVEC,No,101.49,0.00,P,human,Endothelial,Embryonic,umbilical vein,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1601,SiO2,18.30,-35.90,SIRC,No,96.45,0.00,L,rabbit,Fibroblast,Adult,cornea,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1602,SiO2,19.40,-35.90,16HBE,No,101.06,0.00,P,human,Epithelial,Adult,respiratorytract,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1603,SiO2,19.40,-35.90,A549,Yes,79.62,0.00,L,human,Epithelial,Adult,lung,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1604,SiO2,19.40,-35.90,A549,Yes,101.67,0.00,L,human,Epithelial,Adult,lung,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1605,SiO2,280.00,-35.90,RAW 264.7,Yes,23.08,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,48.00,Live/Dead,PropidiumIodide,60.08,2.93,Si,0.54
1606,SiO2,120.00,-35.90,MCF-7,Yes,82.97,0.00,L,human,Epithelial,Adult,breast,96.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1607,SiO2,21.06,-35.90,A549,Yes,67.49,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1608,SiO2,12.00,-35.90,RAW 264.7,Yes,26.06,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1609,SiO2,199.89,-35.90,A549,Yes,61.04,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1610,SiO2,50.00,-35.90,HaCat,No,19.64,0.00,L,human,Keratinocyte,Adult,skin,4.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1611,SiO2,10.00,-35.90,RAW 264.7,Yes,22.29,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,24.00,LDH,LDHrelease,60.08,2.93,Si,0.54
1612,SiO2,120.00,-35.90,A2780,Yes,82.65,0.00,L,human,Epithelial,Adult,ovary,96.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1613,SiO2,120.00,-35.90,A2780,Yes,84.64,0.00,L,human,Epithelial,Adult,ovary,96.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1614,SiO2,120.00,-35.90,A2780,Yes,83.50,0.00,L,human,Epithelial,Adult,ovary,96.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1615,SiO2,120.00,-35.90,A2780,Yes,81.08,0.00,L,human,Epithelial,Adult,ovary,96.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1616,SiO2,60.00,-30.00,HUVEC,No,108.83,0.00,P,human,Endothelial,Embryonic,umbilical cord,48.00,AlamarBlue,AlamarBlue,60.08,2.93,Si,0.54
1617,SiO2,50.00,-35.90,HaCat,No,22.25,0.00,L,human,Keratinocyte,Adult,skin,4.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1618,SiO2,55.60,-35.90,HeLa,Yes,94.89,0.00,L,human,Epithelial,Adult,cervix,48.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1619,SiO2,307.60,-35.90,HeLa,Yes,94.89,0.00,L,human,Epithelial,Adult,cervix,48.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1620,SiO2,307.60,-35.90,HeLa,Yes,94.89,0.00,L,human,Epithelial,Adult,cervix,48.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1621,SiO2,167.80,-35.90,HeLa,Yes,96.89,0.00,L,human,Epithelial,Adult,cervix,48.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1622,SiO2,167.80,-35.90,HeLa,Yes,95.64,0.00,L,human,Epithelial,Adult,cervix,48.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1623,SiO2,55.60,-35.90,HeLa,Yes,98.63,0.00,L,human,Epithelial,Adult,cervix,48.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1624,SiO2,120.00,-35.90,MCF-7,Yes,88.51,0.00,L,human,Epithelial,Adult,breast,96.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1625,SiO2,199.89,-35.90,A549,Yes,62.78,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1626,SiO2,59.72,-35.90,A549,Yes,49.89,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1627,SiO2,21.06,-35.90,A549,Yes,63.28,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1628,SiO2,100.33,-35.90,A549,Yes,68.34,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1629,SiO2,100.33,-35.90,A549,Yes,54.21,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1630,SiO2,59.72,-35.90,A549,Yes,72.71,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1631,SiO2,100.33,-35.90,A549,Yes,51.71,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1632,SiO2,100.33,-35.90,A549,Yes,55.35,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1633,SiO2,100.33,-35.90,A549,Yes,53.53,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1634,SiO2,199.89,-35.90,A549,Yes,66.29,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1635,SiO2,199.89,-35.90,A549,Yes,50.57,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1636,SiO2,100.00,-35.90,HUVEC,No,102.80,0.00,P,human,Endothelial,Embryonic,umbilical vein,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1637,SiO2,100.00,-35.90,HUVEC,No,95.52,0.00,P,human,Endothelial,Embryonic,umbilical vein,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1638,SiO2,21.06,-35.90,A549,Yes,49.89,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1639,SiO2,21.06,-35.90,A549,Yes,50.80,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1640,SiO2,59.72,-35.90,A549,Yes,31.44,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1641,SiO2,120.00,-35.90,A549,Yes,91.67,0.00,L,human,Epithelial,Adult,lung,96.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1642,SiO2,59.72,-35.90,A549,Yes,70.47,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1643,SiO2,59.72,-35.90,A549,Yes,64.02,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1644,SiO2,59.72,-35.90,A549,Yes,62.28,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1645,SiO2,100.33,-35.90,A549,Yes,89.83,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1646,SiO2,100.33,-35.90,A549,Yes,70.47,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1647,SiO2,100.33,-35.90,A549,Yes,71.46,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1648,SiO2,100.33,-35.90,A549,Yes,65.76,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1649,SiO2,100.33,-35.90,A549,Yes,72.71,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1650,SiO2,199.89,-35.90,A549,Yes,75.19,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1651,SiO2,199.89,-35.90,A549,Yes,63.03,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1652,SiO2,19.40,-35.90,A549,Yes,104.41,0.00,L,human,Epithelial,Adult,lung,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1653,SiO2,59.72,-35.90,HepG2,Yes,60.92,0.00,L,human,Epithelial,Adult,liver,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1654,SiO2,120.00,-35.90,A549,Yes,91.27,0.00,L,human,Epithelial,Adult,lung,96.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1655,SiO2,199.89,-35.90,A549,Yes,62.28,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1656,SiO2,59.72,-35.90,A549,Yes,53.30,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1657,SiO2,21.06,-35.90,A549,Yes,44.65,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1658,SiO2,21.06,-35.90,A549,Yes,76.92,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1659,SiO2,19.40,-35.90,16HBE,No,102.73,0.00,P,human,Epithelial,Adult,respiratorytract,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1660,SiO2,19.40,-35.90,16HBE,No,103.64,0.00,P,human,Epithelial,Adult,respiratorytract,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1661,SiO2,19.40,-35.90,16HBE,No,106.22,0.00,P,human,Epithelial,Adult,respiratorytract,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1662,SiO2,19.40,-35.90,16HBE,No,72.99,0.00,P,human,Epithelial,Adult,respiratorytract,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1663,SiO2,50.00,-35.90,HaCat,No,36.13,0.00,L,human,Keratinocyte,Adult,skin,4.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1664,SiO2,50.00,-35.90,HaCat,No,52.47,0.00,L,human,Keratinocyte,Adult,skin,4.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1665,SiO2,50.00,-35.90,HaCat,No,94.64,0.00,L,human,Keratinocyte,Adult,skin,4.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1666,SiO2,50.00,-35.90,HaCat,No,99.59,0.00,L,human,Keratinocyte,Adult,skin,4.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1667,SiO2,59.72,-35.90,A549,Yes,96.58,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1668,SiO2,19.40,-35.90,A549,Yes,103.04,0.00,L,human,Epithelial,Adult,lung,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1669,SiO2,19.40,-35.90,16HBE,No,20.82,0.00,P,human,Epithelial,Adult,respiratorytract,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1670,SiO2,21.06,-35.90,A549,Yes,62.28,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1671,SiO2,59.72,-35.90,A549,Yes,100.99,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1672,SiO2,100.00,-35.90,HUVEC,No,102.24,0.00,P,human,Endothelial,Embryonic,umbilical vein,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1673,SiO2,19.40,-35.90,A549,Yes,101.67,0.00,L,human,Epithelial,Adult,lung,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1674,SiO2,21.06,-35.90,A549,Yes,50.57,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1675,SiO2,59.72,-35.90,HepG2,Yes,65.75,0.00,L,human,Epithelial,Adult,liver,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1676,SiO2,199.89,-35.90,NIH3T3,No,22.68,0.00,L,mouse,Fibroblast,Embryonic,embryo,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1677,SiO2,21.06,-35.90,HepG2,Yes,46.44,0.00,L,human,Epithelial,Adult,liver,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1678,SiO2,10.00,-35.90,RAW 264.7,Yes,95.32,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,24.00,Live/Dead,PropidiumIodide,60.08,2.93,Si,0.54
1679,SiO2,199.89,-35.90,HepG2,Yes,63.50,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1680,SiO2,199.89,-35.90,HepG2,Yes,64.14,0.00,L,human,Epithelial,Adult,liver,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1681,SiO2,100.33,-35.90,HepG2,Yes,64.48,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1682,SiO2,20.00,-35.90,HUVEC,No,79.29,0.00,P,human,Endothelial,Embryonic,umbilical vein,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1683,SiO2,21.06,-35.90,HepG2,Yes,61.07,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1684,SiO2,21.06,-35.90,HepG2,Yes,59.61,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1685,SiO2,21.06,-35.90,HepG2,Yes,59.12,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1686,SiO2,21.06,-35.90,HepG2,Yes,58.15,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1687,SiO2,21.06,-35.90,NIH3T3,No,45.58,0.00,L,mouse,Fibroblast,Embryonic,embryo,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1688,SiO2,199.89,-35.90,NIH3T3,No,24.88,0.00,L,mouse,Fibroblast,Embryonic,embryo,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1689,SiO2,199.89,-35.90,NIH3T3,No,24.88,0.00,L,mouse,Fibroblast,Embryonic,embryo,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1690,SiO2,10.00,-35.90,RAW 264.7,Yes,86.27,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,24.00,Live/Dead,PropidiumIodide,60.08,2.93,Si,0.54
1691,SiO2,199.89,-35.90,NIH3T3,No,32.68,0.00,L,mouse,Fibroblast,Embryonic,embryo,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1692,SiO2,199.89,-35.90,NIH3T3,No,12.25,0.00,L,mouse,Fibroblast,Embryonic,embryo,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1693,SiO2,20.00,-35.90,HUVEC,No,87.69,0.00,P,human,Endothelial,Embryonic,umbilical vein,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1694,SiO2,199.89,-35.90,A549,Yes,50.11,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1695,SiO2,199.89,-35.90,A549,Yes,50.80,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1696,SiO2,199.89,-35.90,A549,Yes,45.33,0.00,L,human,Epithelial,Adult,lung,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1697,SiO2,21.06,-35.90,NIH3T3,No,65.37,0.00,L,mouse,Fibroblast,Embryonic,embryo,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1698,SiO2,21.06,-35.90,NIH3T3,No,50.00,0.00,L,mouse,Fibroblast,Embryonic,embryo,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1699,SiO2,21.06,-35.90,NIH3T3,No,44.39,0.00,L,mouse,Fibroblast,Embryonic,embryo,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1700,SiO2,21.06,-35.90,NIH3T3,No,38.05,0.00,L,mouse,Fibroblast,Embryonic,embryo,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1701,SiO2,21.06,-35.90,NIH3T3,No,34.15,0.00,L,mouse,Fibroblast,Embryonic,embryo,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1702,SiO2,21.06,-35.90,HepG2,Yes,68.86,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1703,SiO2,100.33,-35.90,HepG2,Yes,63.99,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1704,SiO2,20.00,-35.90,HUVEC,No,83.58,0.00,P,human,Endothelial,Embryonic,umbilical vein,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1705,SiO2,59.72,-35.90,NIH3T3,No,87.53,0.00,L,mouse,Fibroblast,Embryonic,embryo,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1706,SiO2,20.00,-35.90,HFL1,No,56.43,0.00,L,human,Fibroblast,Fetus,lung,48.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1707,SiO2,10.00,-35.90,RAW 264.7,Yes,69.47,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,24.00,Live/Dead,PropidiumIodide,60.08,2.93,Si,0.54
1708,SiO2,19.40,-35.90,A549,Yes,103.04,0.00,L,human,Epithelial,Adult,lung,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1709,SiO2,50.00,-35.90,HUVEC,No,94.40,0.00,P,human,Endothelial,Embryonic,umbilical vein,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1710,SiO2,199.89,-35.90,HepG2,Yes,62.29,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1711,SiO2,20.00,-35.90,HUVEC,No,82.28,0.00,P,human,Endothelial,Embryonic,umbilical vein,24.00,CCK-8,TetrazoliumSalt,60.08,2.93,Si,0.54
1712,SiO2,199.89,-35.90,HepG2,Yes,60.58,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1713,SiO2,31.40,-35.90,HUVEC,No,87.08,0.00,P,human,Endothelial,Embryonic,umbilical vein,24.00,CVS,CrystalViolet,60.08,2.93,Si,0.54
1714,SiO2,199.89,-35.90,HepG2,Yes,58.15,0.00,L,human,Epithelial,Adult,liver,24.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1715,SiO2,21.06,-35.90,HepG2,Yes,57.01,0.00,L,human,Epithelial,Adult,liver,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1716,SiO2,21.06,-35.90,HepG2,Yes,55.17,0.00,L,human,Epithelial,Adult,liver,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1717,SiO2,21.06,-35.90,HepG2,Yes,55.17,0.00,L,human,Epithelial,Adult,liver,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
1718,SiO2,21.06,-35.90,HepG2,Yes,49.43,0.00,L,human,Epithelial,Adult,liver,72.00,MTT,TetrazoliumSalt,60.08,2.93,Si,0.54
