Column1,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Viability (%),Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Element,Ionic radius
1397,MnO,14.00,79.48,T98G,Yes,29.88,0.00,L,human,Fibroblast,Adult,brain,48.00,Live/Dead,"calcein am, ethidium homodimer-1",70.94,2.50,Mn,0.65
1398,MnO,14.00,79.48,A549,Yes,32.53,0.00,L,human,Epithelial,Adult,lung,48.00,Live/Dead,"calcein am, ethidium homodimer-1",70.94,2.50,Mn,0.65
1399,MnO,14.00,79.48,MCF-7,Yes,60.41,0.00,L,human,Epithelial,Adult,breast,48.00,Live/Dead,"calcein am, ethidium homodimer-1",70.94,2.50,Mn,0.65
1400,NiO,22.00,25.30,HEp-2,Yes,11.20,0.00,L,human,Epithelial,Adult,cervix,24.00,MTT,TetrazoliumSalt,74.69,2.68,Ni,0.74
1401,NiO,22.00,25.30,MCF-7,Yes,93.13,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,74.69,2.68,Ni,0.74
1402,NiO,22.00,25.30,MCF-7,Yes,75.06,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,74.69,2.68,Ni,0.74
1403,NiO,21.60,25.30,HepG2,Yes,59.52,0.00,L,human,Epithelial,Adult,liver,24.00,MTS,TetrazoliumSalt,74.69,2.68,Ni,0.74
1404,NiO,21.60,25.30,HepG2,Yes,39.85,0.00,L,human,Epithelial,Adult,liver,24.00,MTS,TetrazoliumSalt,74.69,2.68,Ni,0.74
1405,NiO,21.60,25.30,HepG2,Yes,97.39,0.00,L,human,Epithelial,Adult,liver,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1406,NiO,22.00,25.30,HEp-2,Yes,79.26,0.00,L,human,Epithelial,Adult,cervix,24.00,MTT,TetrazoliumSalt,74.69,2.68,Ni,0.74
1407,NiO,21.60,25.30,HepG2,Yes,95.87,0.00,L,human,Epithelial,Adult,liver,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1408,NiO,22.00,25.30,HEp-2,Yes,94.91,0.00,L,human,Epithelial,Adult,cervix,24.00,MTT,TetrazoliumSalt,74.69,2.68,Ni,0.74
1409,NiO,21.60,25.30,HepG2,Yes,81.57,0.00,L,human,Epithelial,Adult,liver,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1410,NiO,22.00,25.30,MCF-7,Yes,70.48,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,74.69,2.68,Ni,0.74
1411,NiO,22.00,25.30,MCF-7,Yes,48.22,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,74.69,2.68,Ni,0.74
1412,NiO,22.00,25.30,MCF-7,Yes,94.10,0.00,L,human,Epithelial,Adult,breast,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1413,NiO,22.00,25.30,MCF-7,Yes,8.78,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,74.69,2.68,Ni,0.74
1414,NiO,22.00,25.30,MCF-7,Yes,16.03,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,74.69,2.68,Ni,0.74
1415,NiO,21.60,25.30,HepG2,Yes,92.71,0.00,L,human,Epithelial,Adult,liver,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1416,NiO,22.00,25.30,HEp-2,Yes,20.23,0.00,L,human,Epithelial,Adult,cervix,24.00,MTT,TetrazoliumSalt,74.69,2.68,Ni,0.74
1417,NiO,21.60,25.30,HepG2,Yes,85.28,0.00,L,human,Epithelial,Adult,liver,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1418,NiO,22.00,25.30,HEp-2,Yes,15.66,0.00,L,human,Epithelial,Adult,cervix,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1419,NiO,22.00,25.30,MCF-7,Yes,58.28,0.00,L,human,Epithelial,Adult,breast,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1420,NiO,22.00,25.30,MCF-7,Yes,33.46,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,74.69,2.68,Ni,0.74
1421,NiO,22.00,25.30,HEp-2,Yes,43.13,0.00,L,human,Epithelial,Adult,cervix,24.00,MTT,TetrazoliumSalt,74.69,2.68,Ni,0.74
1422,NiO,22.00,25.30,MCF-7,Yes,20.80,0.00,L,human,Epithelial,Adult,breast,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1423,NiO,22.00,25.30,MCF-7,Yes,44.67,0.00,L,human,Epithelial,Adult,breast,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1424,NiO,22.00,25.30,MCF-7,Yes,77.54,0.00,L,human,Epithelial,Adult,breast,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1425,NiO,22.00,25.30,HEp-2,Yes,98.59,0.00,L,human,Epithelial,Adult,cervix,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1426,NiO,22.00,25.30,HEp-2,Yes,80.41,0.00,L,human,Epithelial,Adult,cervix,24.00,MTT,TetrazoliumSalt,74.69,2.68,Ni,0.74
1427,NiO,21.60,25.30,HepG2,Yes,82.23,0.00,L,human,Epithelial,Adult,liver,24.00,MTS,TetrazoliumSalt,74.69,2.68,Ni,0.74
1428,NiO,22.00,25.30,MCF-7,Yes,33.76,0.00,L,human,Epithelial,Adult,breast,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1429,NiO,22.00,25.30,HEp-2,Yes,38.77,0.00,L,human,Epithelial,Adult,cervix,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1430,NiO,22.00,25.30,HEp-2,Yes,25.55,0.00,L,human,Epithelial,Adult,cervix,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1431,NiO,21.60,25.30,HepG2,Yes,71.83,0.00,L,human,Epithelial,Adult,liver,24.00,MTS,TetrazoliumSalt,74.69,2.68,Ni,0.74
1432,NiO,22.00,25.30,HEp-2,Yes,58.78,0.00,L,human,Epithelial,Adult,cervix,24.00,MTT,TetrazoliumSalt,74.69,2.68,Ni,0.74
1433,NiO,21.60,25.30,HepG2,Yes,101.65,0.00,L,human,Epithelial,Adult,liver,24.00,MTS,TetrazoliumSalt,74.69,2.68,Ni,0.74
1434,NiO,22.00,25.30,MCF-7,Yes,13.99,0.00,L,human,Epithelial,Adult,breast,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1435,NiO,22.00,25.30,HEp-2,Yes,84.34,0.00,L,human,Epithelial,Adult,cervix,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1436,NiO,22.00,25.30,HEp-2,Yes,69.58,0.00,L,human,Epithelial,Adult,cervix,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1437,NiO,22.00,25.30,HEp-2,Yes,53.02,0.00,L,human,Epithelial,Adult,cervix,24.00,NRU,NeutralRed,74.69,2.68,Ni,0.74
1438,Pt,24.60,-8.00,HEK-293,No,91.80,0.00,L,human,Epithelial,Embryonic,kidney,24.00,NRU,NeutralRed,195.08,2.28,Pt,0.81
1439,Pt,24.60,-8.00,HEK-293,No,93.69,0.00,L,human,Epithelial,Embryonic,kidney,48.00,NRU,NeutralRed,195.08,2.28,Pt,0.81
1440,Pt,24.60,-8.00,HEK-293,No,78.17,0.00,L,human,Epithelial,Embryonic,kidney,24.00,NRU,NeutralRed,195.08,2.28,Pt,0.81
1441,Pt,24.60,-8.00,HEK-293,No,89.15,0.00,L,human,Epithelial,Embryonic,kidney,24.00,NRU,NeutralRed,195.08,2.28,Pt,0.81
1442,Pt,24.60,-8.00,HEK-293,No,90.85,0.00,L,human,Epithelial,Embryonic,kidney,6.00,NRU,NeutralRed,195.08,2.28,Pt,0.81
1443,Pt,24.60,-8.00,HEK-293,No,99.06,0.00,L,human,Epithelial,Embryonic,kidney,6.00,MTS,TetrazoliumSalt,195.08,2.28,Pt,0.81
1444,Pt,24.60,-8.00,HEK-293,No,54.15,0.00,L,human,Epithelial,Embryonic,kidney,48.00,MTS,TetrazoliumSalt,195.08,2.28,Pt,0.81
1445,Pt,24.60,-8.00,HEK-293,No,86.88,0.00,L,human,Epithelial,Embryonic,kidney,24.00,NRU,NeutralRed,195.08,2.28,Pt,0.81
1446,Pt,24.60,-8.00,HEK-293,No,93.21,0.00,L,human,Epithelial,Embryonic,kidney,6.00,NRU,NeutralRed,195.08,2.28,Pt,0.81
1447,Pt,24.60,-8.00,HEK-293,No,80.63,0.00,L,human,Epithelial,Embryonic,kidney,48.00,NRU,NeutralRed,195.08,2.28,Pt,0.81
1448,Pt,24.60,-8.00,HEK-293,No,95.00,0.00,L,human,Epithelial,Embryonic,kidney,24.00,MTS,TetrazoliumSalt,195.08,2.28,Pt,0.81
1449,Pt,24.60,-8.00,HEK-293,No,91.00,0.00,L,human,Epithelial,Embryonic,kidney,24.00,MTS,TetrazoliumSalt,195.08,2.28,Pt,0.81
1450,Pt,24.60,-8.00,HEK-293,No,83.90,0.00,L,human,Epithelial,Embryonic,kidney,24.00,MTS,TetrazoliumSalt,195.08,2.28,Pt,0.81
1451,Pt,24.60,-8.00,HEK-293,No,70.50,0.00,L,human,Epithelial,Embryonic,kidney,24.00,MTS,TetrazoliumSalt,195.08,2.28,Pt,0.81
1452,Pt,24.60,-8.00,HEK-293,No,90.00,0.00,L,human,Epithelial,Embryonic,kidney,48.00,MTS,TetrazoliumSalt,195.08,2.28,Pt,0.81
1453,Pt,24.60,-8.00,HEK-293,No,86.00,0.00,L,human,Epithelial,Embryonic,kidney,48.00,MTS,TetrazoliumSalt,195.08,2.28,Pt,0.81
1454,Pt,24.60,-8.00,HEK-293,No,68.25,0.00,L,human,Epithelial,Embryonic,kidney,48.00,MTS,TetrazoliumSalt,195.08,2.28,Pt,0.81
1455,Pt,24.60,-8.00,HEK-293,No,97.67,0.00,L,human,Epithelial,Embryonic,kidney,6.00,NRU,NeutralRed,195.08,2.28,Pt,0.81
1456,Pt,24.60,-8.00,HEK-293,No,73.63,0.00,L,human,Epithelial,Embryonic,kidney,48.00,NRU,NeutralRed,195.08,2.28,Pt,0.81
1457,Pt,20.12,-8.00,MCF-7,Yes,95.00,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1458,Pt,1.50,-8.00,THP-1,Yes,10.05,0.00,L,human,Monocyte,Adult,blood,24.00,CCK-8,TetrazoliumSalt,195.08,2.28,Pt,0.81
1459,Pt,24.60,-8.00,HEK-293,No,98.50,0.00,L,human,Epithelial,Embryonic,kidney,6.00,MTS,TetrazoliumSalt,195.08,2.28,Pt,0.81
1460,Pt,24.60,-8.00,HEK-293,No,96.90,0.00,L,human,Epithelial,Embryonic,kidney,6.00,MTS,TetrazoliumSalt,195.08,2.28,Pt,0.81
1461,Pt,24.60,-8.00,HEK-293,No,98.42,0.00,L,human,Epithelial,Embryonic,kidney,6.00,NRU,NeutralRed,195.08,2.28,Pt,0.81
1462,Pt,24.60,-8.00,HEK-293,No,88.50,0.00,L,human,Epithelial,Embryonic,kidney,6.00,MTS,TetrazoliumSalt,195.08,2.28,Pt,0.81
1463,Pt,24.60,-8.00,HEK-293,No,58.30,0.00,L,human,Epithelial,Embryonic,kidney,48.00,NRU,NeutralRed,195.08,2.28,Pt,0.81
1464,Pt,20.12,-8.00,MCF-7,Yes,26.94,0.00,L,human,Epithelial,Adult,breast,48.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1465,Pt,20.12,-8.00,MCF-7,Yes,24.03,0.00,L,human,Epithelial,Adult,breast,48.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1466,Pt,20.12,-8.00,MCF-7,Yes,83.87,0.00,L,human,Epithelial,Adult,breast,72.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1467,Pt,20.12,-8.00,MCF-7,Yes,67.58,0.00,L,human,Epithelial,Adult,breast,72.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1468,Pt,1.50,-8.00,THP-1,Yes,19.97,0.00,L,human,Monocyte,Adult,blood,24.00,CCK-8,TetrazoliumSalt,195.08,2.28,Pt,0.81
1469,Pt,1.50,-8.00,THP-1,Yes,80.03,0.00,L,human,Monocyte,Adult,blood,24.00,CCK-8,TetrazoliumSalt,195.08,2.28,Pt,0.81
1470,Pt,1.50,-8.00,THP-1,Yes,100.00,0.00,L,human,Monocyte,Adult,blood,24.00,CCK-8,TetrazoliumSalt,195.08,2.28,Pt,0.81
1471,Pt,20.12,-8.00,MCF-7,Yes,15.48,0.00,L,human,Epithelial,Adult,breast,72.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1472,Pt,20.12,-8.00,MCF-7,Yes,48.23,0.00,L,human,Epithelial,Adult,breast,72.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1473,Pt,20.12,-8.00,MCF-7,Yes,21.45,0.00,L,human,Epithelial,Adult,breast,72.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1474,Pt,20.12,-8.00,MCF-7,Yes,78.55,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1475,Pt,20.12,-8.00,MCF-7,Yes,60.65,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1476,Pt,20.12,-8.00,MCF-7,Yes,37.90,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1477,Pt,20.12,-8.00,MCF-7,Yes,35.97,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1478,Pt,20.12,-8.00,MCF-7,Yes,30.97,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1479,Pt,20.12,-8.00,MCF-7,Yes,49.19,0.00,L,human,Epithelial,Adult,breast,48.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1480,Pt,20.12,-8.00,MCF-7,Yes,36.29,0.00,L,human,Epithelial,Adult,breast,48.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1481,Pt,20.12,-8.00,MCF-7,Yes,90.00,0.00,L,human,Epithelial,Adult,breast,48.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1482,Pt,1.50,-8.00,THP-1,Yes,59.78,0.00,L,human,Monocyte,Adult,blood,24.00,CCK-8,TetrazoliumSalt,195.08,2.28,Pt,0.81
1483,Pt,13.50,-8.00,MCF-7,Yes,81.24,PVP,L,human,Epithelial,Adult,breast,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1484,Pt,20.12,-8.00,MCF-7,Yes,70.00,0.00,L,human,Epithelial,Adult,breast,48.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1485,Pt,13.50,-40.50,MCF-7,Yes,34.29,Folic acid,L,human,Epithelial,Adult,breast,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1486,Pt,13.50,-8.00,HeLa,Yes,91.89,PVP,L,human,Epithelial,Adult,cervix,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1487,Pt,13.50,-8.00,HeLa,Yes,86.13,PVP,L,human,Epithelial,Adult,cervix,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1488,Pt,20.12,-8.00,MCF-7,Yes,25.81,0.00,L,human,Epithelial,Adult,breast,72.00,MTT,TetrazoliumSalt,195.08,2.28,Pt,0.81
1489,Pt,13.50,-8.00,HeLa,Yes,96.94,PVP,L,human,Epithelial,Adult,cervix,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1490,Pt,13.50,-8.00,HeLa,Yes,97.30,PVP,L,human,Epithelial,Adult,cervix,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1491,Pt,13.50,-8.00,IMR90,No,98.54,PVP,L,human,Fibroblast,Adult,lung,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1492,Pt,13.50,-8.00,IMR90,No,92.61,PVP,L,human,Fibroblast,Adult,lung,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1493,Pt,13.50,-8.00,IMR90,No,92.64,PVP,L,human,Fibroblast,Adult,lung,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1494,Pt,13.50,-8.00,HeLa,Yes,88.29,PVP,L,human,Epithelial,Adult,cervix,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1495,Pt,13.50,-8.00,HeLa,Yes,89.73,PVP,L,human,Epithelial,Adult,cervix,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1496,Pt,13.50,-8.00,IMR90,No,70.65,PVP,L,human,Fibroblast,Adult,lung,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1497,Pt,13.50,-8.00,MCF-7,Yes,87.00,PVP,L,human,Epithelial,Adult,breast,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1498,Pt,13.50,-8.00,IMR90,No,87.61,PVP,L,human,Fibroblast,Adult,lung,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1499,Pt,13.50,-8.00,IMR90,No,71.27,PVP,L,human,Fibroblast,Adult,lung,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1500,Pt,13.50,-8.00,IMR90,No,78.79,PVP,L,human,Fibroblast,Adult,lung,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1501,Pt,13.50,-8.00,IMR90,No,75.09,PVP,L,human,Fibroblast,Adult,lung,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1502,Pt,13.50,-8.00,IMR90,No,50.59,PVP,L,human,Fibroblast,Adult,lung,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1503,Pt,13.50,-8.00,IMR90,No,96.46,PVP,L,human,Fibroblast,Adult,lung,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1504,Pt,13.50,-8.00,HeLa,Yes,81.80,PVP,L,human,Epithelial,Adult,cervix,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1505,Pt,13.50,-8.00,HeLa,Yes,85.41,PVP,L,human,Epithelial,Adult,cervix,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1506,Pt,13.50,-8.00,HeLa,Yes,76.76,PVP,L,human,Epithelial,Adult,cervix,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1507,Pt,13.50,-8.00,MCF-7,Yes,55.18,PVP,L,human,Epithelial,Adult,breast,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1508,Pt,13.50,-8.00,MCF-7,Yes,66.75,PVP,L,human,Epithelial,Adult,breast,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1509,Pt,13.50,-8.00,MCF-7,Yes,80.54,PVP,L,human,Epithelial,Adult,breast,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1510,Pt,13.50,-8.00,IMR90,No,77.11,PVP,L,human,Fibroblast,Adult,lung,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1511,Pt,13.50,-8.00,IMR90,No,92.12,PVP,L,human,Fibroblast,Adult,lung,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1512,Pt,13.50,-40.50,MCF-7,Yes,24.60,Folic acid,L,human,Epithelial,Adult,breast,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1513,Pt,13.50,-8.00,IMR90,No,94.20,PVP,L,human,Fibroblast,Adult,lung,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1514,Pt,13.50,-40.50,MCF-7,Yes,26.09,Folic acid,L,human,Epithelial,Adult,breast,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1515,Pt,13.50,-8.00,MCF-7,Yes,91.21,PVP,L,human,Epithelial,Adult,breast,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1516,Pt,13.50,-8.00,MCF-7,Yes,91.19,PVP,L,human,Epithelial,Adult,breast,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1517,Pt,13.50,-8.00,MCF-7,Yes,99.85,PVP,L,human,Epithelial,Adult,breast,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1518,Pt,13.50,-8.00,MCF-7,Yes,96.18,PVP,L,human,Epithelial,Adult,breast,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1519,Pt,13.50,-8.00,MCF-7,Yes,99.79,PVP,L,human,Epithelial,Adult,breast,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1520,Pt,13.50,-8.00,HeLa,Yes,43.60,PVP,L,human,Epithelial,Adult,cervix,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1521,Pt,13.50,-8.00,HeLa,Yes,56.58,PVP,L,human,Epithelial,Adult,cervix,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1522,Pt,13.50,-8.00,HeLa,Yes,57.30,PVP,L,human,Epithelial,Adult,cervix,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1523,Pt,13.50,-8.00,HeLa,Yes,68.11,PVP,L,human,Epithelial,Adult,cervix,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1524,Pt,13.50,-8.00,HeLa,Yes,78.20,PVP,L,human,Epithelial,Adult,cervix,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1525,Pt,13.50,-8.00,HeLa,Yes,77.48,PVP,L,human,Epithelial,Adult,cervix,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1526,Pt,13.50,-8.00,IMR90,No,54.35,PVP,L,human,Fibroblast,Adult,lung,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1527,Pt,13.50,-40.50,MCF-7,Yes,47.70,Folic acid,L,human,Epithelial,Adult,breast,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1528,Pt,13.50,-8.00,MCF-7,Yes,89.79,PVP,L,human,Epithelial,Adult,breast,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1529,Pt,13.50,-8.00,MCF-7,Yes,89.85,PVP,L,human,Epithelial,Adult,breast,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1530,Pt,13.50,-40.50,HeLa,Yes,45.00,Folic acid,L,human,Epithelial,Adult,cervix,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1531,Pt,13.50,-40.50,HeLa,Yes,50.25,Folic acid,L,human,Epithelial,Adult,cervix,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1532,Pt,13.50,-40.50,HeLa,Yes,44.25,Folic acid,L,human,Epithelial,Adult,cervix,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1533,Pt,13.50,-40.50,HeLa,Yes,32.25,Folic acid,L,human,Epithelial,Adult,cervix,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1534,Pt,13.50,-40.50,HeLa,Yes,36.00,Folic acid,L,human,Epithelial,Adult,cervix,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1535,Pt,13.50,-40.50,HeLa,Yes,30.00,Folic acid,L,human,Epithelial,Adult,cervix,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1536,Pt,13.50,-40.50,HeLa,Yes,21.00,Folic acid,L,human,Epithelial,Adult,cervix,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1537,Pt,13.50,-40.50,MCF-7,Yes,79.01,Folic acid,L,human,Epithelial,Adult,breast,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1538,Pt,13.50,-40.50,MCF-7,Yes,64.84,Folic acid,L,human,Epithelial,Adult,breast,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1539,Pt,13.50,-40.50,MCF-7,Yes,44.72,Folic acid,L,human,Epithelial,Adult,breast,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1540,Pt,13.50,-40.50,MCF-7,Yes,64.10,Folic acid,L,human,Epithelial,Adult,breast,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1541,Pt,13.50,-40.50,MCF-7,Yes,49.94,Folic acid,L,human,Epithelial,Adult,breast,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1542,Pt,13.50,-40.50,HeLa,Yes,84.00,Folic acid,L,human,Epithelial,Adult,cervix,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1543,Pt,13.50,-40.50,MCF-7,Yes,17.89,Folic acid,L,human,Epithelial,Adult,breast,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1544,Pt,13.50,-40.50,MCF-7,Yes,35.78,Folic acid,L,human,Epithelial,Adult,breast,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1545,Pt,13.50,-8.00,IMR90,No,43.20,PVP,L,human,Fibroblast,Adult,lung,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1546,Pt,13.50,-8.00,MCF-7,Yes,84.79,PVP,L,human,Epithelial,Adult,breast,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1547,Pt,13.50,-40.50,MCF-7,Yes,17.14,Folic acid,L,human,Epithelial,Adult,breast,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1548,Pt,13.50,-40.50,MCF-7,Yes,19.38,Folic acid,L,human,Epithelial,Adult,breast,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1549,Pt,13.50,-40.50,HeLa,Yes,58.50,Folic acid,L,human,Epithelial,Adult,cervix,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1550,Pt,13.50,-8.00,MCF-7,Yes,56.67,PVP,L,human,Epithelial,Adult,breast,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1551,Pt,13.50,-40.50,HeLa,Yes,69.75,Folic acid,L,human,Epithelial,Adult,cervix,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1552,Pt,13.50,-40.50,HeLa,Yes,70.50,Folic acid,L,human,Epithelial,Adult,cervix,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1553,Pt,13.50,-40.50,MCF-7,Yes,12.67,Folic acid,L,human,Epithelial,Adult,breast,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1554,Pt,13.50,-40.50,IMR90,No,77.94,Folic acid,L,human,Fibroblast,Adult,lung,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1555,Pt,13.50,-40.50,IMR90,No,59.44,Folic acid,L,human,Fibroblast,Adult,lung,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1556,Pt,13.50,-40.50,IMR90,No,45.40,Folic acid,L,human,Fibroblast,Adult,lung,72.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1557,Pt,13.50,-40.50,IMR90,No,58.80,Folic acid,L,human,Fibroblast,Adult,lung,24.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1558,Pt,13.50,-40.50,IMR90,No,47.72,Folic acid,L,human,Fibroblast,Adult,lung,48.00,CellTiterGlo,luciferase,195.08,2.28,Pt,0.81
1559,Pt,1.50,-8.00,THP-1,Yes,40.08,0.00,L,human,Monocyte,Adult,blood,24.00,CCK-8,TetrazoliumSalt,195.08,2.28,Pt,0.81
